ABOO AVL Rojinegro
73233768 2060730 1516449
83297688 2683769 2174500
18798417 2270910 2343340
70834508 2387240 2312260
17884877 2241979 58974591
38281854 2051870 2075060
15403707 2066670 42240204
35521304 3612429 2371460
16111677 1512010 41573864
19845236 1795440 1961970
15592907 1380529 1364340
13192448 1734620 1955370
48012743 1630800 1889089
18923398 1931619 1821100
70885529 1693800 1371349
15778718 1433260 1518320
7489658 1418970 1470310
10459908 1712630 1399439
60697000 1571670 1663630
14340218 2373580 2056950
70531089 2018089 1870620
16971478 1779799 1647380
9099239 1689550 1631090
8916259 46758143 1392699
16094738 1848899 1454750
10149188 1377099 1585870
79540188 1885099 1476960
8540559 1553990 1355099
6985300 1436859 1442060
5722489 1396190 1513410
66997139 2183390 1693920
13798577 1878290 1733160
77196218 2175409 1592320
11465679 1745360 1388650
13592198 1496459 1458280
56425052 2444549 1988020
21130317 1901499 6892769
12980918 1440470 46373563
24523256 1491730 1723709
8603159 1444200 1636930
8614139 1409740 1540550
76379409 1924869 1558899
29552955 5315528 1770680
64921021 1358830 2995550
13634798 1765500 1494620
10461889 1701690 1690310
9516908 22240747 1671640
16322647 1564410 1359890
6915329 1560450 1416789
6403579 1345820 1402650
6709659 1475809 1552980
52530502 1618250 12238558
17782457 1415220 1508790
11626178 1694240 1475619
8955709 1352110 38310614
11297868 1458710 1592860
8578929 1380030 1559750
5981849 1434640 1477319
5778679 1510990 1359510
67661259 2259350 1557720
7693039 1446649 1709170
9181089 1429829 1585250
7017819 1495710 1407540
67890640 1878310 1494519
10069659 1827810 1429539
6970999 1427030 1416600
60737010 1720160 2279500
11695298 1582859 1453660
7895459 1503620 1501049
7145379 1380139 1355419
6665839 1476860 1484770
55969261 1718750 1444520
15655247 1505390 1420930
7953659 1651399 1375140
7356509 50977622 12127558
14515328 1655410 1391350
21037797 1419270 1470050
7532679 1550440 1722650
57695911 1452039 1359900
6730919 1652260 1906230
7674979 1677630 1941040
55323971 2179550 1965409
19638197 2132079 1950350
70135079 1899920 1423599
9811449 1813190 1368569
6988730 1482859 1405630
5725899 1442930 1383909
7531179 1413070 54387472
11177648 1728760 1600129
32874985 2126920 2068610
60881080 2062110 2096029
21482397 62567180 4280119
20191826 1544120 1409180
21346516 2068130 1799429
57959691 2208580 1818080
13879579 1861730 1511210
79764559 2214600 2084550
10038178 1413200 1395570
7011640 1492459 1716440
12280058 47596153 1483639
16408867 2481150 1388779
9868958 1796939 1593799
10030889 1487480 1724779
55135542 1882749 1592130
26841396 1502140 1379899
7500940 1654100 1594700
10151919 42696443 1415560
12904878 1820039 1495600
7337769 1464340 1586939
6003309 1446310 1384180
8085788 1447410 1377860
68750930 1868590 1424190
9751038 1631320 1432420
6986829 1864110 1383689
67673330 1763029 1500710
6790269 1610000 1394490
5951358 1518191 1577990
7089218 1497180 1350140
5865259 51347812 1660350
23388607 2024479 1403831
6412528 1628850 2064060
11033348 1559670 1397260
57254201 1568560 2062659
12345938 1433970 1374830
75849468 1420309 3200469
13485528 1836600 1421960
20947046 1897440 1703360
60122871 1715420 1655790
9665088 1436780 1405790
7252969 1702349 1570030
74068269 1649749 1708280
6798289 1479740 1582279
7342730 1684500 1558110
7944379 1776400 1587969
65138900 2151740 2105490
13376807 1530660 1456650
7874349 1667549 1557059
12603118 42769654 1544580
12326028 1484529 1714550
7005509 1517040 1397309
6596869 1494150 1726170
78805197 14581198 3638690
68705489 2019790 11831909
15482858 1785250 1714280
13976628 1764860 1716550
53169842 1442100 1675499
16550918 1559549 1471270
10834009 1718170 1737120
9571599 49596742 1550000
18338396 1708060 1739000
9802199 1683900 1517480
7651399 1495359 50631733
20036307 1651900 1690480
8739979 2063809 1977810
11347318 1528630 1398640
7476498 42765934 1825780
21243637 2102279 2083840
16950377 55025562 3677699
24796266 2023730 1756009
11240869 2080010 2006950
94542606 1982629 2073600
19862667 1848419 1638650
32178365 2263770 1929499
24773276 1960559 2014810
69871929 6155399 2396610
20685046 1722110 1689010
11229008 1615950 1429730
10459778 1797110 34602714
14045918 2180550 1553659
10198598 1666059 1369420
7289388 1772250 1400930
72038069 2011579 2052670
21434167 2092440 1990580
67754099 2073670 1861650
12497758 1771940 1794749
9391389 1873190 1889819
84641997 2205479 2296249
24973607 1458251 1517839
52043662 2245090 2106749
88297606 3127949 2859240
24022336 3025949 1864849
74486559 2132950 1967510
31415415 2268980 46249632
73060518 2130390 2121740
34386374 2891340 2347689
23308747 1686300 2636879
64489250 2231570 2271039
37161694 3029620 4746509
54082602 2213460 2169410
35753705 1967370 1385260
56464601 2198940 2943749
22411416 1495320 1790599
67576690 2269410 2418049
17210457 1716040 2092010
82455227 2318750 2480740
21729767 2125580 1665009
68540889 2093740 1841630
88557126 2280749 6105599
28289585 2429680 2338900
113613262 2349080 2341859
39567704 1672630 2033370
19763756 2128070 1653610
69512389 2058730 2022269
15113638 2061360 1976419
11587598 2072440 2008930
60019061 3974159 2143400
14267727 2195679 2251360
17473217 3458459 2163079
63638150 4432490 3921309
21164977 2547049 1932240
52764892 2190549 2022440
15311578 2139490 2129899
11430198 1851040 2141720
67391629 2008560 2138739
12107989 2080580 2006870
12988648 2113540 2045669
73585479 1915779 2024040
14142678 1889650 1971459
66876080 2118409 2007890
15563788 2278340 1608699
12559348 52102102 1923650
21440257 1751990 1620020
8475989 1495980 1875670
62114130 2370079 2303480
18890647 2106460 1989290
11266739 1732879 1879600
66659089 2001899 6859969
19487187 2071819 2239009
69105600 2222890 2272560
14972718 1942770 2125430
10920988 2063860 1885389
63846600 3696579 2061590
19403317 2153929 1899350
56532971 2137760 2049150
22689857 1452160 1779789
12363628 1375429 1447150
66114170 2349649 2148070
26395756 2306490 2266809
68922259 2175730 2827140
16760757 1767840 1799109
9625459 46942723 2079539
28225526 1899300 2031569
82182638 2617689 2262260
89487336 2197129 1821050
18301057 2154490 2025410
72555369 1935729 1904020
12603608 2351380 2295200
78581518 2323689 2182020
16646398 2028489 2166410
12025008 1983910 50854822
25696336 2153349 3770959
17518697 2112440 2086000
62607720 2072809 1985400
16229728 2001339 1980450
69716130 7212268 2407230
25492966 1660020 1543739
11724669 2058030 2155910
54031321 2094430 2092080
13728799 2060210 2046530
11619968 47231983 2089780
23589177 2137199 2112320
9791588 1938539 2813000
60792340 2119050 2213949
15570298 2086210 1960859
8955879 1636800 1436360
10757788 47329473 2704349
29702555 3048380 1913330
94377135 2091700 2121280
9594049 1609850 1944629
62509890 2126599 2185870
14625948 2133499 2015090
87631246 1601940 1770489
8290078 1689230 1839170
11342928 2015320 1933570
65616229 1852430 1732960
10345548 5269820 1697490
12586698 46799143 1874659
20007747 2400640 2465079
12467517 2086120 2243050
74694868 6383699 3213970
47055363 3124890 2365500
15382858 4095639 1722180
7535339 1406120 1879949
7750419 2140030 2452159
14098658 1997080 2042150
63510840 1553619 1529960
37412005 1554830 1676039
12168838 1648900 1790339
60094430 1526790 12338848
42476413 1497960 2757670
23408116 1655630 1397949
12794669 1735540 2132920
15817428 2104229 51150852
20939177 2018300 2306749
13815398 1920210 1964650
67463219 2203969 2212079
15877598 2019549 1961050
9144789 1801359 1742130
74147009 2028059 2022720
17643867 1407730 1904880
7963858 43500464 1563100
14205997 2003489 1950689
10877809 1949360 1777099
9320718 1722570 1827370
58620011 1659430 2079490
33017594 2153550 2023470
59435961 1883229 1907780
11698638 5380479 1866090
12691858 2241980 1690159
64642870 1882270 2000970
22381326 14702868 2071479
57684420 1656729 1412460
13995808 2495490 1809859
79459858 2113580 2152699
19380877 2000379 1711430
15168717 46386313 2314360
29177515 2561570 1894570
33458245 1780560 1583860
21351916 1462910 1992990
23870146 2074440 2380920
60370730 2669550 2015360
91298156 1893520 2299039
103462184 3973450 3727379
49631122 4043620 2338259
41773514 2184769 2228869
14566648 1561300 1370400
8454239 2053210 1408580
63722100 2082039 2070670
17877277 2182520 1912110
15497078 1683110 2093380
23338057 1958009 1611450
26515066 47344753 2406969
23285247 2801709 2623490
86085847 2329659 2387550
12319178 2257369 2249969
17924017 43629463 2433060
14797728 2373009 2559400
87769026 2288190 2189970
20505226 2187600 2096940
11747638 2099100 1869499
59004171 2108100 2069260
13434637 2194870 2093379
70846718 2020470 1969680
13119228 2020680 1984799
12756528 59376831 2043170
16216268 1981490 2009760
11302178 2025540 1979960
70958939 2010270 1983810
20226036 2197250 2085889
63747901 2019940 1907919
29873855 2305000 2159160
14245317 1751400 43200463
17393347 2429889 2175269
12269617 1993220 1736510
8908578 52142682 2121910
19754097 1862799 1913380
8880199 1728199 1648839
9537439 52265361 1548279
18973477 2192160 1988900
10928968 1700770 1782520
10516879 50694762 2137320
16392127 1985560 1896869
13807348 1418730 1499180
9599948 53354361 1602300
21713057 2137719 2133410
23903256 48261393 2112770
23710816 2639160 2157699
78480217 2209510 3353170
32707765 2230719 2092100
69762879 2385149 2135020
16170378 5484168 2549229
20302487 27697126 2283080
15892497 2177070 2131979
16129857 2100339 2163660
71832909 2309080 2225910
13735608 2394250 2151839
66276600 2054060 1964349
18692997 2245549 1971320
12647968 1364160 1841229
65337019 2234930 1652360
13581748 1845209 1494780
74706898 1481590 1723540
13547758 1551849 1447789
12518878 2123080 2175109
64586721 2004750 1622699
11960168 2233660 2339440
79667968 1628640 1629679
9519469 1679130 1873479
9403509 1484290 1616239
10114699 50930212 2023990
16684748 1929500 1767759
7478830 2355240 1835369
8730479 1936229 54690961
12996158 2009199 1765430
8648608 1587660 1965870
8000708 1652760 1836550
68383529 1832940 1493070
12300038 2019530 1906869
15933408 2061050 2081969
84194907 2538550 2484909
68483540 2287100 2172550
10265288 2036910 1647070
92798295 2019400 1989910
12371008 2036580 1977339
94338925 2635200 5731019
15850128 2403080 2441960
42197203 2224400 1966059
17603718 2072400 1976530
8197579 1446170 1364209
72693008 2736720 9021719
87558696 7408639 2193519
29671856 46703992 1989020
23624576 2113160 2070790
12374798 2254069 2414400
68148540 2288779 2353260
14927778 2312610 2387550
87062356 2179720 1828980
9701879 1842909 1592690
8809309 1461870 1451180
72876878 2230900 2139030
9536929 2125600 2075310
65678990 2261099 4377169
32327895 2048490 1892939
64558699 2395220 2444400
17477057 4320489 4197770
74857038 1549919 2279320
11375689 1673850 1404290
7756569 1838609 2650639
10861658 33492945 2172290
28181765 2470740 2142380
25788656 2370319 34981015
24398936 2071830 2351429
16063918 1567450 1587059
65911220 2387269 2204051
16796487 1856509 1519230
11169968 2333970 2111340
57880741 2468379 2013369
8483969 1655220 1408189
7877279 1536170 2177549
7864498 1361040 51453412
27981796 2227969 2125110
17117397 49765652 1466040
23646287 2397309 2368759
18893077 2180080 49118432
18363787 2370430 2703729
11751908 1669250 1830690
61205640 1791070 2108050
13839288 1998279 1893840
10814258 2184440 2149160
10757098 1778240 50982082
16010757 1560360 1934550
11691967 1825610 2436520
73380809 3202189 1695020
26152586 1540990 1964150
10775988 1554150 1615480
51679581 2018710 1782689
13770819 1598069 1724830
9290149 1530490 1408210
7428179 1575480 46324043
15629147 2118950 2051489
10230058 2082469 2093790
79194818 2209109 2008529
10074318 1943469 1865420
11288178 1912100 1731760
78112048 1484700 1609830
15880357 1461420 54618001
26985785 2087319 2181380
68641599 2923959 2398850
31343345 2314120 2287980
61214240 9033519 2246839
17310308 2110779 2197680
16223138 1987699 2037800
84315757 2082609 2135340
12910508 1497170 1539770
50241072 2104350 2212060
21911327 2037330 1983060
15829027 1574699 42887963
33201974 2241560 2187190
14351678 1736139 1705480
21336117 2090539 2196999
32068985 42556743 2478431
22727217 2234980 2169320
96238695 2252390 2228249
26312876 1936020 58194401
95650965 2124180 2775790
23522096 2176269 2247810
11139488 1474060 43379553
30297445 2532900 2279310
15352027 1674800 1419560
55863631 2146240 2155990
13667977 2179580 2169890
67972300 2189600 12890088
45266913 2147480 2266860
12479208 25137266 2122530
37451974 4401269 2255600
13069078 1484810 1446750
8292928 1620780 1413749
53950012 1753540 1394850
20081027 2225309 43064974
31743535 4760749 3554919
32687555 3729180 2553089
52820692 2211360 5988369
28639986 31416135 2158820
35681185 2153359 2901010
21308416 36656225 1687901
52700392 2380140 2223110
13993348 2283400 2250610
69355429 2701980 2217229
51063742 9050059 4701209
23080296 1992520 1760949
9446188 1706510 2165570
63344580 2276229 2051540
16179957 2132179 2219170
9041399 1501219 43070703
38403954 2052920 1981629
8517599 1518080 1496259
7593039 1480140 36202984
36886434 2517430 2080760
67159309 2179090 3524289
22629127 1563390 1386929
7156319 2213250 1990170
10164758 1502510 1977770
132211909 1716369 1779400
17574037 15131637 1509970
12496088 2227420 1840569
55055101 1959559 2205650
34255715 1503170 1741319
54619652 1798400 3695249
10861529 1701980 2211590
16096107 55456441 2077630
17899597 1838380 2040740
11898428 2265490 1616539
62590620 2275269 2006730
16827027 2096990 1924940
12448958 2106389 1354831
70265499 2198010 2077400
12769508 1788680 1859689
67252749 2329710 2207770
14624898 1810569 1972690
10167498 1547650 1614740
11629418 48084713 2146099
20053186 2036590 3208099
12263877 1991129 1831940
10486608 46867223 1881850
20837957 1540899 1603230
7171439 1604980 1388620
7702958 1497640 1493840
71490778 2827370 2356590
15208327 2267290 2259210
76162378 3021529 2452880
87586497 4024729 13174598
108771533 12767758 6244519
21161506 21926057 2268290
29594935 4084029 1853949
10228359 1645019 1596930
9496398 1556499 1476840
54382932 2073649 1744670
14677068 1740769 1903879
60666480 1773450 2264700
17170307 2108390 2161380
82600657 2235220 2917299
19846717 2160050 2222269
11644189 2175339 44803183
27934146 1524959 2196180
9428229 1986380 1797730
7655179 1758180 1787199
68667120 2147719 1807830
15127658 1889409 55000342
21728487 2020320 2093120
12946158 1901510 1767119
65809670 2382580 2167670
18143727 2108500 2030330
76217268 2281390 2044650
18530267 2046340 2167570
11293268 2004609 46952293
22851617 2088099 2049549
10891608 2100310 1871389
74343219 2072150 2036680
19307858 2151699 1806359
64335260 2216920 2140960
10965338 1841020 1969350
10938198 1838410 1797400
7494728 50920673 2076579
19961827 1886860 1947230
9605389 1768610 1856830
69784440 2156169 1825000
16361697 2131640 2246150
12753237 2152360 50935012
23348816 2138299 5722180
16339678 50978612 2313960
22903017 2193100 2175020
14736298 2105320 2143969
76774588 2082329 2268379
17254037 2290180 2299020
80935828 2129809 2148600
74336619 2025410 2240769
21701576 1919869 2256190
72399489 9466218 1468810
11106948 2322960 2121029
11821399 1435110 69201679
21303327 1913349 2022820
53895872 2021900 2030630
13747247 2043509 1959370
10352658 1438530 1547990
6706529 1796299 55045372
16122057 1697280 1603700
7048969 1643569 1715610
7838529 1828920 1965189
58008781 2105080 2035490
15535467 1777130 1764840
12218328 2109939 2095550
71042939 1720210 1761500
9172208 1532880 1732069
8299219 1810760 1633240
8862318 2023810 50999072
21398767 2107560 1591120
10931938 1563130 1824830
69199799 2078230 2155800
18689127 2105320 2155800
11794308 51314872 1917000
19405857 2261570 2071539
85509167 1418910 2264190
18141637 1446880 1732470
7637219 1978890 1685189
69599400 1922820 1553240
8755628 2085620 1461390
11138718 2107310 2179999
62408251 1487130 5812250
20764787 1471090 1674750
9725989 1428590 1637720
44967373 1837249 1569380
11922018 1718880 1553350
8733489 1867660 1706720
7659289 1387169 1411679
74827818 3485190 3951230
13468549 2105329 2073969
11084898 2095180 6441559
72168988 2740239 1728990
9875098 1623190 1792059
8035430 1504230 6586079
7888809 1493800 29360535
17718527 1782110 1684840
8931058 1656610 1849420
11040458 2058150 2090079
48021222 1676010 1752189
18331678 1656429 1445510
7007949 1494030 1439510
6687758 1781180 2134280
76096038 1995079 2089049
10902098 1466180 1389180
6958599 1504470 1465059
52994832 3803409 1686999
20663446 1699310 1509780
8758249 1610480 1657400
8969718 42620903 1461359
15288788 1775860 1425780
7887869 1471110 1475150
7955299 1397490 1467770
7851928 50627672 1565070
21567107 1580230 1644339
7480049 1810180 1688750
7199648 1597480 1370500
53413642 2020139 1403270
12564758 1781040 1502590
8887509 1688510 1517810
7279680 1688419 1481370
6146379 53514481 1952179
23455457 1738610 1797480
21382837 1866990 1882341
7215699 1352510 34225105
13564159 1498120 1431840
7438209 1772910 1656620
5948139 1499269 1669520
7579559 1598020 1520719
52518582 2286360 2420029
21019907 1433940 1390289
9864678 2078570 2105469
63830430 1394750 1499450
20324247 1891430 1839919
10476679 1829549 1966140
57175421 2669400 5526559
18977277 1425790 1667970
7480369 1458660 1773090
8197748 1686570 1698330
64440670 1717479 1726469
7104629 1843330 1595230
8084489 1811570 1702680
8802859 1707949 1665680
64049360 1488940 1537021
12305908 58824540 1933540
31397325 1444370 1602850
8754638 1391960 1386870
8831938 1799780 47168313
11538748 3389029 7647830
10759449 1445879 1346640
5687979 1376100 1363230
54364601 1835310 1919320
14979388 1546949 1595840
11551968 1519770 1355870
6161610 1462569 1684299
70905080 1712760 1632650
16919067 2065280 1898049
7677239 46207023 2087400
30385415 1754280 1558569
11264858 1753240 1627360
51720842 2697590 6215439
24038336 1691130 1501720
7375778 1843950 1507950
6858489 1859010 46019422
21906487 2021360 1891149
11547308 2110270 1787710
8841268 46699312 2502580
27702185 1471510 1398520
8525319 1690981 1449380
62752800 1586059 4000149
10879379 2251799 7493709
11116649 1504579 1908800
7960769 42364023 2120450
10117678 1718020 1823390
15945927 1839760 4062799
78959277 2634970 2025200
16614208 1518939 1625570
7341419 1758510 54020041
29505186 2351400 1806169
10820089 50675542 2174749
17379728 2086439 2053860
10100838 1965920 2112130
8096999 1529399 52432262
21525246 2141270 2063220
9918478 2097200 2257970
8566828 2015820 1923760
70824720 2041361 6300188
10626279 2181859 1834510
12466238 1749800 45306333
28866525 2755719 3256889
35047695 2118379 2134809
53544801 1903450 2016259
9400409 1830759 1910150
9109489 1844709 40466424
22938306 1667649 1763850
7497159 1595870 1512999
6317859 1491060 1560780
7188759 1513510 42367653
19875927 1617819 1694809
12194359 1502780 1601810
6412549 1491510 1350460
5778499 1506619 1374999
54827541 1708550 1865069
8587609 1537270 1608630
7969239 1386370 1352000
5877998 1417439 54255032
34757115 1669659 1374820
7352509 1466940 1492250
6940768 1620360 1630260
7112259 34423315 2079259
34601844 1482210 1839620
12695728 2156640 1873550
51056692 1541909 1419950
15933137 1435940 1397320
5995039 1412649 1356800
5757319 1408459 1523700
6817929 1392760 1368180
50610182 1695880 1611290
8213169 1490110 1516840
16549367 1913100 1534889
74507948 2212859 2384570
11097408 1402180 2258890
11406528 1423850 1449310
20935867 2199810 1608659
8127839 1445900 1747350
8457909 2524980 2184519
90346856 2238420 1898860
11676128 2017790 1516360
59672481 1890949 1851469
11203358 1646819 1673640
11607988 1751530 1507140
74035998 1596700 1401400
11225648 1908750 1439239
8992059 1448120 1671280
68573660 2150150 2126419
88748986 2215750 2462700
14085177 2214070 2238100
65817510 2323599 2130690
20912017 2454729 2103810
79710378 2326570 2172139
8151929 1416019 1498590
7559559 1805840 1847699
6812169 51469792 2193000
23780346 2034890 1444331
9299598 1881620 2071009
82396256 2256190 2412830
14808698 1791959 1654960
7255309 1669780 42167703
28331836 1421489 1592540
7050099 2510580 2121540
10150219 47910603 2720880
21857557 2115729 1785340
10940718 1424700 1574780
6698959 50144452 2316269
22142626 1871000 1978269
7234259 2214390 1804490
85721776 2225240 1697550
9088729 1482650 1627150
7773158 1383750 46809503
28433016 2973280 2397619
98905965 2140629 2478510
15017827 2711840 1568460
62865600 2182540 2119860
11020168 1460410 1503290
75885399 2603630 2218669
15381297 2182290 1541010
7594019 1540299 1422199
60870510 1934619 1550660
15492417 2035170 1968580
10065338 1477830 1490420
80926617 2278520 2166760
40762963 1497110 1506149
7984898 1577759 1508750
20606127 5349859 4151899
50506151 1650340 10786248
10306598 1773100 1703239
32585905 6108569 2021670
24867536 6224379 2225020
11657798 2093639 2301369
43377114 1847629 1442730
11417708 1690630 1419570
9363998 46831733 2143200
22788597 2210700 2968519
11030029 1840129 1382680
8133539 47224622 2144230
30408425 1878520 1418100
13029107 1789439 1515999
58986061 1719360 4993739
18572997 2066110 2129879
14167908 1986940 42625733
26631876 1503100 1691400
14796679 1749600 1875640
66105019 2191430 2110670
12414369 1536040 1552260
8199768 1589250 1870280
62352660 2230329 1988520
16486928 1759290 1676179
10427809 1801549 1771240
73689888 2161289 2336770
17572727 1444780 1369299
69581650 2341959 2174330
17673927 2261330 2149169
49596152 1753000 1693439
10210729 1782839 1515700
39749294 2444050 2064800
17219946 2056700 2082989
72486908 1444260 3156109
10379498 2074939 3887509
10684119 2071349 2259990
10479958 2144980 46997003
17018087 2201220 1916979
13030798 2344920 2058210
74672528 2302490 2036079
19983056 2345349 2167720
73801878 2239760 2577189
20270737 58783781 1964039
29961316 2324800 2227479
77168378 2419919 2154910
18249127 2115700 2136589
12283698 2156920 2104909
60549360 2268640 2315159
19429098 2121280 1979560
69109140 2181089 2165249
10215699 1495940 1508520
8195829 1562170 1409240
67836049 2295120 2179250
14831748 1739710 1896689
9987009 1638060 1691819
73124799 2261310 2189340
13699708 1426570 1544940
82147067 2033190 1756559
18821677 1754640 1891910
8146608 1536930 1492730
41300643 2019419 1781170
22831476 2231150 1496150
79661237 2471110 2303120
22036896 59041131 1923600
17599097 1990380 2014129
11300539 5173460 1920490
7770218 1432110 1364440
73306439 13771488 1563780
13764108 2075619 2152940
58397041 1952679 1619809
10919609 1660619 1745920
9306579 1678410 1631970
71504359 2118460 2011990
16078368 2072850 2004780
64233621 5731510 1629910
15970378 1498990 1682209
12548068 5535239 3144320
49816902 1790350 1774240
17749768 1952430 1807349
10385819 1828369 1799660
58125731 1472550 1500539
11959248 2046199 2109490
7756869 1762559 1891080
8547779 1771199 1476210
69496430 2309850 1586220
11208768 1392090 1398060
6949269 2127169 2015280
61334770 2213720 2060720
14580177 2134349 2103140
11843239 1801280 1793819
22906857 2328169 1988129
9889618 1463660 1406350
6179719 1462340 1365049
58931571 1943840 1579929
7265190 1857639 2038180
11938568 1412280 1405259
5980910 1371750 1377860
7342019 47913093 1796969
13556187 1821920 7950059
13662008 1881239 1802030
71982929 1800179 2263540
17665307 5499599 1821760
62994420 1505629 1371540
8126079 1762030 1412979
13876878 1999899 1939320
60483761 1732239 1520580
12869288 1619239 1501680
9501288 4002810 1620589
10575069 56045751 2059770
12632878 1404069 1394599
6238769 1463500 1366680
7184499 1884800 1890001
9462638 54252341 1580830
11438028 1711160 1384830
7305899 1391780 1434929
10355998 1366831 1375739
6972099 50846592 1680240
11850878 1631210 1429869
21866947 1862350 1408739
6616298 1493300 1357270
5786949 1421590 1388850
47214243 1850239 1465230
6388919 1560430 1411400
5821179 1583880 1604690
6942919 1440560 1394120
5937880 55069912 2211800
8155448 1611310 1410550
6398609 1729620 2171949
6470059 1420200 1593150
6042259 1521700 1534530
63373219 1809150 1376630
7199619 1474160 1540069
7819968 1532270 1416950
6459659 1396119 1415229
5567558 54384212 1516290
10578438 1559400 1594220
5718310 1427720 1423069
6557059 1390150 1361460
5576109 1393199 1357149
5967749 1343619 50325113
12270297 1509900 1509490
6844229 1518330 1359500
5881389 1434519 1457020
6306759 1438190 1387150
62311890 2390240 1989819
9315948 1361460 1391970
7515248 1416199 1358800
74835738 1596190 1515490
6841579 1355729 1399709
5591980 1474840 1344929
5966459 1914160 1436420
6610809 1525409 54185142
10598228 1611010 1546590
7024019 1464859 1561250
8510869 1508869 1409270
6559879 1449510 1391370
63364040 1603440 1577419
6948569 1426350 1424310
5863219 1596980 1854769
7504499 1706100 1716599
63250610 1888440 1456809
7066779 1467530 1421980
5678489 1468570 1458509
7385359 1431950 1412170
5641739 1401000 1512150
60715770 1996190 1342949
6883200 1454389 1437290
6033649 1495480 1444680
5659660 1414399 1399270
6154599 1407030 1403310
63268110 1616830 1360000
6497039 1599780 1373130
6702959 1435250 1375600
6066469 1799329 1653980
62823920 1744590 1448580
7425949 1498069 1367210
7177729 1600110 1769119
7049349 1374291 1428430
6480329 1982390 1651990
62763951 1558489 1433750
6669709 1356590 1405600
5493749 1347909 1386460
5495009 1459760 1431280
5667289 1396900 1348730
57435241 1632310 1885549
7714939 1496520 1345610
5679839 1393999 1470540
5731730 1403199 1506350
5536449 1495300 1381740
61084930 1350890 1389890
5790289 1499610 1437299
5698609 1365339 1515260
5618859 1343260 1370540
6270560 1390070 1495310
56798321 1532229 1657310
15848637 1616550 2789550
10304678 1394830 1384210
6219249 1429959 1616540
6235059 49756392 1721190
13860358 1543340 1956250
7599808 1511950 1520690
7415598 1632830 1388070
6916389 1405560 1595059
55853302 1457330 1463190
6829878 1713880 1746550
7984009 1593319 1912580
8655139 1434750 1447879
66913679 2124530 2101520
8639339 1490100 1433060
7151309 1638290 1879400
7688838 1481750 50376112
12574779 1480569 1767460
8928859 1700250 1790190
76224338 1421190 1438379
6954309 1564120 1716380
6425339 1476040 1521100
6241579 1549220 1580960
6382679 1693180 1599490
65669930 1443239 1520940
8624529 1647209 1619990
8197409 2100099 2125090
67620980 1373999 1631179
8452219 1693170 1757049
6738389 1585910 1551400
7032248 1701890 1605450
64598830 2163279 2179649
11191788 1985740 2168700
6214409 1573940 1629859
7181849 1440690 1525760
60968530 1804730 1711570
6700750 1443709 1730340
5996399 1551160 1609320
6121689 1562160 1526660
6169359 1447350 1511580
58223231 1449540 1496551
6036798 1453610 1686000
7200669 1739430 1707219
7348339 1468570 1642110
60069900 2091220 2102750
16490107 1695000 1637909
8652698 1723720 1503870
7211959 1408560 1369590
60932071 1434199 1446910
10479089 1946959 1834710
7023299 1356660 1573870
65659150 1737500 1454870
12736098 1607819 1548040
7472989 1457550 1388920
6178218 1641859 1421700
6643919 54221752 1454270
10988328 1432230 1457189
9508249 1658510 1644139
7041840 1492220 1407800
75045618 1510400 1549799
7593339 1531819 1606340
7856439 1493260 1443990
8266579 1566780 1505120
57897302 1348259 1412760
5959859 1397320 1682330
7120288 4425620 1580300
8567828 1422950 58203241
11100298 1413400 1374110
6734189 1620539 1656660
7655699 1472480 1397949
6247610 1396029 1404810
5692569 50397033 1619969
10709108 1462700 1518350
6305039 1459010 1808489
9579778 1495490 1384380
6466209 1420210 1468120
58724101 1794439 1817310
8096089 1585560 1378939
6914459 1532089 1632660
6730559 1385250 1389100
6565640 1578039 1503930
61073041 1357060 1373940
7520379 1412460 1394440
7624910 1386479 1422330
5942889 1377090 1514510
62529810 1409720 1364369
7941039 1360770 1674400
8418838 1939740 1784740
9882848 1456520 1355020
55408581 1677860 1471960
14164257 1526830 1555990
6997029 1376960 1473799
6090269 1373880 1510259
64469900 1444970 1632199
11425679 1726359 1374389
6636528 1422560 1382899
7765099 1432239 1921540
5911709 1373390 50186402
12741278 1374030 1404539
8313469 1385350 1385850
6310459 1940980 2022179
9129009 1401600 1386449
60816861 1404300 1359909
7567369 1417280 1627080
13739518 1381640 1669880
6601989 1788630 1596150
59832431 1597860 1795670
9183808 1563670 1672320
7254488 1769080 1596700
8035269 1920209 1738489
59540781 1682130 1449220
7847089 1605000 1385710
6344859 1415030 1610189
7178389 1781090 1773400
63735270 1963049 2076609
8632928 1629390 1486420
6527259 1516580 1604780
6198479 1419600 1537259
5984260 1460159 1386500
56433931 1521829 1580290
7847169 1505430 1509380
7568839 1457330 1479700
6017388 1362819 1620360
63775690 2103000 2127770
9600868 2080229 2061160
9722469 2037249 2061589
10353669 54670872 1766660
8702228 1468060 1519960
6868849 1655459 1472720
6306759 1486800 1579250
9148598 1699760 1479770
57361741 1890869 2063870
10019019 1832170 1924319
10661849 2091960 1905570
9175748 54349902 1597190
11077638 1861810 1937889
9412669 1917050 1926289
7960639 1510310 1922849
7149480 1472030 50454652
8513179 1569440 2055259
8875449 1829280 1889320
7315029 1935360 66679050
15267287 1722480 1893690
9207588 1829330 1744250
7879998 1635030 1398210
66494209 1845910 1915270
7315529 1450470 1465219
7706759 1572350 1612590
67682489 1619210 1810839
14882788 1727740 1627050
7609459 1464610 1741460
9382579 55855241 1956100
29178156 1777700 1963490
